customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,last_update,active
90,2,RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,94,t,2006-02-14,2006-02-15 09:57:20,1
91,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,t,2006-02-14,2006-02-15 09:57:20,1
92,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,t,2006-02-14,2006-02-15 09:57:20,1
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,97,t,2006-02-14,2006-02-15 09:57:20,1
94,1,NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,98,t,2006-02-14,2006-02-15 09:57:20,1
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,99,t,2006-02-14,2006-02-15 09:57:20,1
96,1,DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,100,t,2006-02-14,2006-02-15 09:57:20,1
97,2,ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,101,t,2006-02-14,2006-02-15 09:57:20,1
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,102,t,2006-02-14,2006-02-15 09:57:20,1
99,2,EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,103,t,2006-02-14,2006-02-15 09:57:20,1
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,t,2006-02-14,2006-02-15 09:57:20,1
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,105,t,2006-02-14,2006-02-15 09:57:20,1
102,1,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,t,2006-02-14,2006-02-15 09:57:20,1
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,t,2006-02-14,2006-02-15 09:57:20,1
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,108,t,2006-02-14,2006-02-15 09:57:20,1
105,1,DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,109,t,2006-02-14,2006-02-15 09:57:20,1
106,1,CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,110,t,2006-02-14,2006-02-15 09:57:20,1
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,t,2006-02-14,2006-02-15 09:57:20,1
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,t,2006-02-14,2006-02-15 09:57:20,1
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,113,t,2006-02-14,2006-02-15 09:57:20,1
110,2,TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,114,t,2006-02-14,2006-02-15 09:57:20,1
111,1,CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,115,t,2006-02-14,2006-02-15 09:57:20,1
112,2,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,t,2006-02-14,2006-02-15 09:57:20,1
113,2,CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,117,t,2006-02-14,2006-02-15 09:57:20,1
114,2,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,t,2006-02-14,2006-02-15 09:57:20,1
115,1,WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,119,t,2006-02-14,2006-02-15 09:57:20,1
116,1,VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,120,t,2006-02-14,2006-02-15 09:57:20,1
117,1,EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,121,t,2006-02-14,2006-02-15 09:57:20,1
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,t,2006-02-14,2006-02-15 09:57:20,1
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,t,2006-02-14,2006-02-15 09:57:20,1
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,t,2006-02-14,2006-02-15 09:57:20,1
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,t,2006-02-14,2006-02-15 09:57:20,1
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,t,2006-02-14,2006-02-15 09:57:20,1
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,t,2006-02-14,2006-02-15 09:57:20,1
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,t,2006-02-14,2006-02-15 09:57:20,0
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,t,2006-02-14,2006-02-15 09:57:20,1
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,t,2006-02-14,2006-02-15 09:57:20,1
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,t,2006-02-14,2006-02-15 09:57:20,1
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,t,2006-02-14,2006-02-15 09:57:20,1
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,t,2006-02-14,2006-02-15 09:57:20,1
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,t,2006-02-14,2006-02-15 09:57:20,1
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,t,2006-02-14,2006-02-15 09:57:20,1
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,t,2006-02-14,2006-02-15 09:57:20,1
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,t,2006-02-14,2006-02-15 09:57:20,1
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,t,2006-02-14,2006-02-15 09:57:20,1
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,t,2006-02-14,2006-02-15 09:57:20,1
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,t,2006-02-14,2006-02-15 09:57:20,1
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,t,2006-02-14,2006-02-15 09:57:20,1
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,t,2006-02-14,2006-02-15 09:57:20,1
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,t,2006-02-14,2006-02-15 09:57:20,1
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,t,2006-02-14,2006-02-15 09:57:20,1
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,t,2006-02-14,2006-02-15 09:57:20,1
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,t,2006-02-14,2006-02-15 09:57:20,1
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,t,2006-02-14,2006-02-15 09:57:20,1
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,t,2006-02-14,2006-02-15 09:57:20,1
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,t,2006-02-14,2006-02-15 09:57:20,1
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,t,2006-02-14,2006-02-15 09:57:20,1
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,t,2006-02-14,2006-02-15 09:57:20,1
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,t,2006-02-14,2006-02-15 09:57:20,1
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,t,2006-02-14,2006-02-15 09:57:20,1
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,t,2006-02-14,2006-02-15 09:57:20,1
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,t,2006-02-14,2006-02-15 09:57:20,1
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,t,2006-02-14,2006-02-15 09:57:20,1
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,t,2006-02-14,2006-02-15 09:57:20,1
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,t,2006-02-14,2006-02-15 09:57:20,1
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,t,2006-02-14,2006-02-15 09:57:20,1
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,t,2006-02-14,2006-02-15 09:57:20,1
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,t,2006-02-14,2006-02-15 09:57:20,1
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,t,2006-02-14,2006-02-15 09:57:20,1
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,t,2006-02-14,2006-02-15 09:57:20,1
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,164,t,2006-02-14,2006-02-15 09:57:20,1
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,165,t,2006-02-14,2006-02-15 09:57:20,1
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,166,t,2006-02-14,2006-02-15 09:57:20,1
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,167,t,2006-02-14,2006-02-15 09:57:20,1
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,168,t,2006-02-14,2006-02-15 09:57:20,1
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,169,t,2006-02-14,2006-02-15 09:57:20,1
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,170,t,2006-02-14,2006-02-15 09:57:20,1
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,t,2006-02-14,2006-02-15 09:57:20,1
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,172,t,2006-02-14,2006-02-15 09:57:20,1
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,t,2006-02-14,2006-02-15 09:57:20,0
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,174,t,2006-02-14,2006-02-15 09:57:20,1
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,175,t,2006-02-14,2006-02-15 09:57:20,1
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,t,2006-02-14,2006-02-15 09:57:20,1
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,t,2006-02-14,2006-02-15 09:57:20,1
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,178,t,2006-02-14,2006-02-15 09:57:20,1
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,179,t,2006-02-14,2006-02-15 09:57:20,1
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,t,2006-02-14,2006-02-15 09:57:20,1
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,t,2006-02-14,2006-02-15 09:57:20,1
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,182,t,2006-02-14,2006-02-15 09:57:20,1
179,1,DANA,HART,DANA.HART@sakilacustomer.org,183,t,2006-02-14,2006-02-15 09:57:20,1
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,184,t,2006-02-14,2006-02-15 09:57:20,1
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,t,2006-02-14,2006-02-15 09:57:20,1
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,186,t,2006-02-14,2006-02-15 09:57:20,1
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,187,t,2006-02-14,2006-02-15 09:57:20,1
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,188,t,2006-02-14,2006-02-15 09:57:20,1
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,189,t,2006-02-14,2006-02-15 09:57:20,1
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,190,t,2006-02-14,2006-02-15 09:57:20,1
187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,t,2006-02-14,2006-02-15 09:57:20,1
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,192,t,2006-02-14,2006-02-15 09:57:20,1
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,193,t,2006-02-14,2006-02-15 09:57:20,1
190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,194,t,2006-02-14,2006-02-15 09:57:20,1
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,195,t,2006-02-14,2006-02-15 09:57:20,1
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,196,t,2006-02-14,2006-02-15 09:57:20,1
193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,t,2006-02-14,2006-02-15 09:57:20,1
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,t,2006-02-14,2006-02-15 09:57:20,1
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,t,2006-02-14,2006-02-15 09:57:20,1
196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,t,2006-02-14,2006-02-15 09:57:20,1
197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,201,t,2006-02-14,2006-02-15 09:57:20,1
198,2,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,202,t,2006-02-14,2006-02-15 09:57:20,1
199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,203,t,2006-02-14,2006-02-15 09:57:20,1
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,t,2006-02-14,2006-02-15 09:57:20,1
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,t,2006-02-14,2006-02-15 09:57:20,1
202,2,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,206,t,2006-02-14,2006-02-15 09:57:20,1
203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,207,t,2006-02-14,2006-02-15 09:57:20,1
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,t,2006-02-14,2006-02-15 09:57:20,1
205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,209,t,2006-02-14,2006-02-15 09:57:20,1
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,t,2006-02-14,2006-02-15 09:57:20,1
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,t,2006-02-14,2006-02-15 09:57:20,1
208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,212,t,2006-02-14,2006-02-15 09:57:20,1
209,2,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,213,t,2006-02-14,2006-02-15 09:57:20,1
210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,214,t,2006-02-14,2006-02-15 09:57:20,1
211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,t,2006-02-14,2006-02-15 09:57:20,1
212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,216,t,2006-02-14,2006-02-15 09:57:20,1
213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,t,2006-02-14,2006-02-15 09:57:20,1
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,t,2006-02-14,2006-02-15 09:57:20,1
215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,219,t,2006-02-14,2006-02-15 09:57:20,1
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,220,t,2006-02-14,2006-02-15 09:57:20,1
217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,221,t,2006-02-14,2006-02-15 09:57:20,1
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,t,2006-02-14,2006-02-15 09:57:20,1
219,2,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,223,t,2006-02-14,2006-02-15 09:57:20,1
